Transaction Type,Amount,Sender ID,Sender Balance,Transaction Time,Receiver ID,Receiver Balance,Device Type,IP Address,Latitude,Longitude,Is Fraudulent
WITHDRAWAL,8327.62,C842318351,60525.2,23:40,M680096911,49876.53,Mobile,188.62.107.12,63.327838,50.441397,0
TRANSFER,30333.41,C407133414,87670.81,0:35,M566933730,59939.4,Desktop,244.117.81.155,38.734612,-161.280514,0
PAYMENT,7287.11,C767471886,76359.78,18:59,M496845507,9358.17,Mobile,105.22.221.177,84.442211,134.863092,1
PAYMENT,5422.98,C456270000,39150.44,16:45,M413289430,47519.34,Web,239.191.174.25,7.360806,-162.436476,0
WITHDRAWAL,36690.08,C719631786,75733.21,9:16,M786037629,73529.79,Web,27.25.82.25,-41.050934,-157.005223,0
TRANSFER,19254.25,C646503654,7584.78,10:12,M464997557,21357.69,Web,172.177.36.80,2.709287,-101.793066,0
TRANSFER,22909.49,C478240172,4993.87,20:0,M642976037,4206.28,Mobile,246.113.142.248,-32.802992,-78.540395,0
PAYMENT,24358.04,C975788656,54891.49,19:2,M584046001,3609.17,Mobile,237.128.212.243,28.270432,-34.272559,0
WITHDRAWAL,26360.49,C699958121,70328.42,3:27,M793463313,48373.28,Mobile,37.103.142.247,-19.9328,173.142943,0
WITHDRAWAL,48888.52,C221142507,56875.02,12:28,M191469330,47002.28,Desktop,158.198.192.143,-53.646365,-108.285761,0
TRANSFER,3292.99,C144758304,32084.76,17:13,M872468292,2808.39,Desktop,58.75.101.174,7.041334,31.702483,0
TRANSFER,16364.18,C857620702,54543.23,7:15,M261008845,24691.37,Web,177.161.207.204,1.652375,-78.376081,0
TRANSFER,20014.99,C252499548,46812.46,15:21,M201215572,77677.68,Web,21.27.184.94,7.096654,-83.633528,0
TRANSFER,21393.57,C620633149,86900.69,6:0,M749347883,430.05,Mobile,211.141.97.62,-61.633746,117.263452,0
PAYMENT,23954.7,C512583850,59252.7,7:16,M561706302,81111.9,Desktop,27.173.104.217,42.957425,-157.957198,0
TRANSFER,6297.84,C656046834,94338.78,7:0,M497946637,42646.91,Web,129.219.58.250,74.747916,12.661515,0
WITHDRAWAL,46193.65,C234283913,84237.01,7:35,M875306346,63890.86,Web,226.52.253.133,52.804464,-11.108625,0
WITHDRAWAL,47506.82,C224504262,87881.97,4:20,M229783792,50126.27,Mobile,187.197.133.177,0.711776,-39.623069,0
PAYMENT,39013.84,C166012063,44258.54,2:3,M109255799,8294.42,Mobile,193.229.81.46,-55.17682,63.048845,0
TRANSFER,10838.15,C827793478,34879.88,22:42,M155651033,65864.68,Desktop,130.34.203.168,60.159358,102.133168,0
TRANSFER,46734.43,C827842037,58256.42,12:23,M722366327,47473.68,Web,166.121.99.207,-18.223028,97.079485,0
TRANSFER,14806.82,C752035795,72342.94,7:12,M754338257,37762.77,Desktop,209.78.14.14,20.698788,-48.007622,0
PAYMENT,46809.09,C402310861,98641.35,22:23,M248616244,37986.19,Mobile,209.127.169.61,82.293835,-114.372372,0
PAYMENT,28976.98,C916300465,24387.72,0:29,M377425603,62376.7,Mobile,102.187.82.132,30.91714,-28.319964,0
PAYMENT,16735.4,C946742958,58674.38,10:2,M787774320,8261.6,Web,189.34.21.27,-18.546223,118.369462,0
PAYMENT,20958.76,C132996092,3269.67,17:36,M641079298,40132.57,Web,63.181.76.226,-5.629255,-58.944921,0
TRANSFER,43177.22,C318300402,31864.45,22:13,M336928708,50760.01,Desktop,135.238.32.163,-56.359611,-77.872307,0
TRANSFER,23604.96,C198021549,25214.91,22:32,M978537817,24246.6,Desktop,172.109.228.82,32.180161,-93.576547,0
PAYMENT,1157.06,C322982284,94241.13,22:8,M198375408,94970.85,Web,114.118.103.47,50.162434,-128.884673,0
TRANSFER,26940.92,C383327863,90164.17,15:42,M735917832,98850.13,Mobile,84.10.20.217,-83.811125,137.008703,0
WITHDRAWAL,32894.87,C122324292,39112.3,9:42,M686375085,4962.95,Web,106.212.14.91,-74.517036,-171.328414,0
TRANSFER,13997.37,C984657512,49550.73,20:12,M253803731,11454.16,Web,24.235.175.188,40.588375,175.806705,0
TRANSFER,44931.04,C803789100,38138.94,6:51,M333077596,71276.84,Mobile,32.242.24.24,40.028742,32.159844,0
WITHDRAWAL,41039.56,C732051990,6596.65,3:46,M352110438,44336.73,Mobile,217.250.89.228,58.310944,168.18355,0
PAYMENT,26341.1,C347648853,69902.03,10:34,M460693834,27867.9,Web,203.56.169.184,-80.896976,86.254231,0
PAYMENT,46173.89,C858359280,63335.72,2:15,M336894388,41715.91,Desktop,110.53.146.244,25.685497,4.264178,0
PAYMENT,7025.12,C247215786,63518.94,11:54,M824109060,51991.28,Web,87.209.127.238,35.533363,-87.683538,0
TRANSFER,42341.74,C473106596,22028.8,2:2,M870740196,99350.82,Desktop,184.150.252.64,31.381773,87.005467,1
PAYMENT,43102.28,C564554816,92986.86,19:32,M633858715,60466.03,Desktop,45.34.152.159,87.738378,88.918574,0
PAYMENT,33366.63,C751121470,47437.08,11:41,M349946179,40819.19,Mobile,203.196.36.113,56.213006,-26.229313,0
WITHDRAWAL,43340.03,C646628125,47871.62,4:42,M631759472,86973.3,Web,148.217.255.65,-16.349932,-94.972492,0
WITHDRAWAL,26302.97,C813824999,35753.5,20:25,M815936933,8778.16,Web,51.127.246.112,-59.058438,-122.79049,0
TRANSFER,21618.45,C576583771,83080.25,18:44,M652679869,51487.87,Web,59.124.174.111,-74.58745,-37.737533,0
TRANSFER,8458.71,C690876838,60222.64,17:38,M788079363,89199.07,Mobile,128.84.158.159,-46.469251,-65.523202,0
WITHDRAWAL,5317.56,C447311290,62248.69,4:27,M466573742,48027.23,Desktop,164.224.136.107,-36.650553,17.656064,0
PAYMENT,45607.63,C496594605,53220.11,2:58,M896772337,31708.78,Web,250.249.84.41,49.177205,-140.630239,0
TRANSFER,16489.78,C692099952,18847.1,4:37,M725682612,6997.1,Desktop,232.111.99.215,-73.29374,11.835662,0
PAYMENT,32417.88,C431109618,42853.05,20:23,M664339511,5608.25,Mobile,11.193.164.57,-42.859754,33.971705,0
WITHDRAWAL,9055.54,C580183488,83527.07,20:29,M702560432,49127.53,Mobile,170.69.174.14,49.309457,32.274214,0
PAYMENT,6183.32,C884998043,33989.54,20:32,M260981266,1319.28,Desktop,223.170.19.136,-40.457331,25.783439,0
PAYMENT,20080.99,C790553405,34462.95,5:14,M745025424,99546.36,Mobile,114.164.63.220,-68.568079,21.885648,1
TRANSFER,8415.73,C144933657,78245.9,6:1,M114645927,49847.48,Mobile,217.76.211.54,72.845736,54.434975,0
TRANSFER,6953.25,C853497266,57421.77,15:50,M964287211,36348.0,Web,172.83.16.188,55.615042,-1.865469,0
WITHDRAWAL,4610.16,C789343306,27708.94,21:38,M918878651,39102.83,Desktop,240.114.183.208,73.497093,-87.94362,0
WITHDRAWAL,19027.67,C629297623,20827.86,8:23,M947167085,64594.12,Mobile,75.94.195.26,-39.476268,55.913899,0
WITHDRAWAL,48759.4,C811525775,41883.31,16:12,M983390229,92747.85,Web,201.233.78.139,-54.306154,-73.197525,0
WITHDRAWAL,42808.92,C810119644,65491.41,20:10,M479217387,94470.0,Desktop,223.136.65.121,86.154732,118.75334,0
WITHDRAWAL,15666.36,C265632702,86067.67,15:23,M131459063,81140.4,Web,130.11.246.140,72.196584,-75.338031,0
PAYMENT,38659.25,C798409334,77145.35,6:42,M538637698,61008.4,Web,74.86.72.233,85.571416,-24.975515,0
WITHDRAWAL,34528.54,C675066010,35603.11,9:20,M134009445,76315.9,Mobile,102.194.18.162,-58.523677,-83.109627,0
TRANSFER,8267.6,C983401472,5113.66,5:58,M108794538,19707.37,Web,204.60.155.21,35.449737,-19.138829,0
WITHDRAWAL,24506.22,C252340867,31473.23,11:42,M733819589,63493.62,Web,185.11.71.153,76.567701,-157.16317,0
PAYMENT,16760.77,C477059584,35434.74,22:44,M218045760,67658.4,Web,11.86.97.15,28.428052,165.39172,0
PAYMENT,15589.48,C468741931,88471.84,14:38,M343713454,13926.92,Desktop,207.185.185.182,33.218338,116.771099,0
TRANSFER,31025.82,C993821073,33061.17,23:46,M914360633,7866.94,Mobile,38.46.71.178,-26.533289,-169.490702,0
PAYMENT,20061.24,C298267042,81711.5,13:53,M594693358,14898.71,Web,107.241.56.216,30.210827,-140.03658,0
PAYMENT,26183.39,C632479507,52852.97,21:22,M339921653,55400.72,Desktop,84.97.254.30,-43.282068,92.375634,0
PAYMENT,39911.33,C984545461,8082.17,3:5,M771957977,23215.03,Desktop,180.240.246.87,-28.076395,-51.307511,0
WITHDRAWAL,11003.78,C587216226,3125.06,4:30,M850049068,76486.88,Mobile,149.226.37.116,-7.987048,-90.917735,0
TRANSFER,19269.71,C250750366,66780.07,11:27,M193274824,83045.53,Web,194.205.232.201,-59.978487,-26.855287,0
PAYMENT,8698.25,C555604710,51369.55,16:50,M130867236,52571.91,Web,123.110.50.13,16.047981,155.847354,0
TRANSFER,28555.29,C190018511,83225.81,7:59,M748011072,24049.89,Web,163.96.253.28,-11.551212,-2.134143,0
PAYMENT,15545.13,C134881693,32993.01,18:34,M864801530,61554.53,Mobile,244.220.42.244,31.892332,80.486986,0
TRANSFER,11385.93,C963104832,94764.28,6:17,M207329323,95226.83,Mobile,221.208.145.245,10.089618,164.617102,0
TRANSFER,25109.07,C197121569,29175.23,4:23,M806061153,15225.36,Web,218.72.112.86,-24.0718,129.247565,0
PAYMENT,27653.32,C943352579,23754.64,4:30,M875619335,24631.65,Desktop,206.104.123.106,-6.019512,38.296271,0
PAYMENT,5518.85,C455661324,59047.01,20:16,M414396543,74848.7,Mobile,239.31.143.227,37.304633,52.882831,0
PAYMENT,21799.57,C760391005,22502.39,1:43,M499981886,79554.54,Web,229.50.180.159,-2.914383,-137.267159,0
WITHDRAWAL,5369.08,C116964748,14707.74,21:59,M538086917,58454.66,Desktop,164.42.109.241,50.806667,-57.69647,0
PAYMENT,45486.0,C329382889,50923.36,4:43,M273649503,84185.29,Web,31.200.23.197,0.615552,-97.708315,0
WITHDRAWAL,7789.43,C205173253,54994.49,2:50,M737484750,39707.02,Desktop,123.65.183.127,-11.673095,-5.743301,1
PAYMENT,17955.65,C706535331,68244.46,14:41,M651736621,48732.39,Desktop,98.227.162.199,21.375076,82.43844,0
TRANSFER,43170.8,C160644610,27416.4,5:0,M373047752,5111.84,Mobile,208.175.106.200,55.24499,-92.147107,0
TRANSFER,27752.03,C136738229,74477.61,11:56,M328757418,30967.86,Mobile,53.162.90.138,-18.04229,94.043681,0
PAYMENT,11894.61,C936564504,27220.06,23:50,M151028598,60458.7,Mobile,79.114.185.186,-7.337119,-54.725155,0
WITHDRAWAL,3449.68,C863412586,14619.57,17:32,M876961069,78880.77,Mobile,21.29.237.72,59.418811,59.411083,0
TRANSFER,8634.43,C152042316,31357.21,8:24,M905674189,24368.44,Mobile,35.149.89.50,-63.198494,-144.525578,0
WITHDRAWAL,32880.12,C281525693,79609.42,17:47,M488331666,17381.26,Mobile,185.197.29.235,45.406964,-40.775189,0
PAYMENT,36186.0,C784161342,22226.36,7:34,M541388038,84109.61,Web,183.180.184.32,26.73231,72.508952,0
PAYMENT,36916.58,C744494913,46585.66,22:19,M113561750,51028.07,Web,134.119.133.57,-81.688864,-171.671485,0
PAYMENT,4048.82,C850276424,9972.32,15:58,M870164282,5035.41,Mobile,126.39.121.71,-41.581034,-48.533813,0
PAYMENT,39724.85,C820794143,83794.99,5:13,M672447124,32064.1,Desktop,11.145.105.30,47.654607,137.574885,0
WITHDRAWAL,37676.21,C768099110,79854.75,8:59,M384360544,30393.22,Desktop,117.165.130.46,21.03035,-56.117828,0
TRANSFER,41136.9,C744287848,45351.95,7:28,M299785116,49851.63,Desktop,197.185.217.39,33.857745,63.262672,0
WITHDRAWAL,20769.53,C251791023,24051.77,3:8,M557045781,35437.54,Web,112.205.222.107,76.25999,-21.377046,0
PAYMENT,46998.38,C499706064,49441.89,6:34,M490258355,45876.64,Web,132.201.83.220,88.695539,-120.285625,0
PAYMENT,10878.6,C803598061,76142.48,12:4,M870289580,28868.98,Desktop,86.211.110.236,-21.372616,-2.073934,0
PAYMENT,36378.79,C100911043,95142.81,14:26,M418747625,11045.0,Mobile,185.86.54.170,30.769618,-45.146427,0
TRANSFER,25572.82,C221004954,39678.21,13:13,M745281780,53186.43,Desktop,77.132.16.225,-44.954653,-67.250259,0
WITHDRAWAL,48848.1,C516074078,51051.38,0:13,M736895586,48303.63,Desktop,151.153.209.69,-89.461816,-79.810579,0
PAYMENT,24326.2,C747843616,22783.73,22:53,M787942586,72893.65,Mobile,205.98.157.56,44.427595,-127.811933,0
WITHDRAWAL,49391.68,C737651379,66132.06,1:24,M221992963,16766.72,Desktop,163.67.81.26,-82.137418,-84.879928,0
TRANSFER,37143.91,C836147999,57900.94,14:10,M255857858,8195.6,Mobile,141.50.81.132,-67.666103,-110.671364,0
PAYMENT,26828.31,C579264693,58338.89,12:41,M847886206,98890.14,Mobile,227.221.132.95,31.886134,9.295302,0
WITHDRAWAL,39505.03,C880802411,65616.89,15:57,M659032683,83263.08,Desktop,158.167.124.169,18.048139,-66.339421,0
PAYMENT,5331.71,C233400417,27915.93,10:26,M218518387,85366.73,Desktop,142.198.34.151,21.56599,58.64745,0
PAYMENT,21639.1,C628835042,63184.26,22:20,M326837961,68471.14,Desktop,230.72.34.114,-53.979073,-146.117383,0
WITHDRAWAL,23055.31,C493551454,35239.91,23:55,M994215458,81797.61,Desktop,36.117.162.88,19.584437,-101.549304,0
WITHDRAWAL,25360.76,C195219382,83918.02,22:45,M716283502,21125.92,Web,175.158.237.159,-80.360646,10.944459,0
PAYMENT,34887.99,C222222579,20718.15,15:4,M919919786,82329.82,Desktop,136.99.58.213,32.988203,-118.173406,0
TRANSFER,11097.95,C842012632,42159.17,7:4,M308810527,12053.43,Desktop,167.230.144.94,-41.803042,-166.812853,0
PAYMENT,15530.51,C746447648,5628.23,5:38,M996353032,47622.16,Desktop,201.85.105.142,49.774485,1.267972,1
TRANSFER,34745.28,C980821441,68008.25,17:48,M351706575,91706.93,Mobile,49.133.227.81,89.854294,-101.582187,0
WITHDRAWAL,7714.82,C445913056,96107.41,14:51,M934507540,34202.58,Desktop,27.223.163.189,43.158,-63.838346,0
PAYMENT,31471.22,C992786814,83207.14,5:57,M372795694,86764.63,Mobile,219.190.56.190,-56.183469,111.995313,0
PAYMENT,34813.71,C524305155,57144.83,8:6,M350472797,26112.02,Mobile,195.207.152.74,-32.698975,-146.226232,0
TRANSFER,10889.23,C156609031,24236.14,15:38,M747582010,89475.63,Desktop,143.179.198.96,49.530613,43.834457,0
WITHDRAWAL,29361.29,C847070388,30585.38,18:34,M810389562,88192.93,Desktop,44.171.81.244,41.288362,22.465206,0
WITHDRAWAL,30567.83,C288808900,10761.11,6:21,M854430555,48345.52,Web,252.204.246.33,-14.663332,2.960019,0
PAYMENT,43868.47,C331705571,47046.85,14:1,M767545345,93430.55,Desktop,187.44.40.132,28.235218,74.380473,0
PAYMENT,35320.3,C293552379,13260.41,5:47,M428167622,17165.09,Desktop,34.186.167.144,68.320628,122.214923,0
PAYMENT,40539.81,C165853562,67370.94,23:15,M542161188,24563.36,Desktop,90.88.240.13,-73.053981,15.94013,0
WITHDRAWAL,39547.22,C411588366,16819.59,17:55,M388251879,76077.92,Desktop,49.181.181.17,-61.678455,-79.376188,0
TRANSFER,376.07,C745236131,43921.82,2:7,M430337034,35103.73,Web,198.141.119.178,-78.277384,-58.909307,1
TRANSFER,413.14,C961899652,28500.71,11:12,M718430341,30892.93,Web,148.168.190.26,71.505877,-11.715084,0
TRANSFER,15559.19,C783208489,30008.19,2:43,M244133874,32478.79,Web,169.24.140.242,58.437335,-41.204339,0
PAYMENT,33373.19,C982410838,7059.91,10:24,M937412892,64300.43,Desktop,167.78.56.201,14.023296,176.427566,0
PAYMENT,31712.32,C287367439,48028.49,13:37,M359697265,71112.5,Web,249.118.163.54,49.566192,25.145064,0
PAYMENT,11593.32,C512019825,56868.11,2:40,M200148466,9286.52,Web,210.203.59.165,31.825313,120.878874,0
PAYMENT,39174.25,C428075104,28044.27,4:18,M236168242,63092.61,Mobile,106.118.182.55,2.229713,-112.38456,0
TRANSFER,9573.86,C965385900,67454.58,7:15,M422023734,53879.8,Desktop,63.130.104.36,79.032753,85.527949,0
TRANSFER,21814.64,C757445727,73165.47,11:51,M373161867,50773.03,Desktop,54.82.73.196,11.1636,-41.861148,0
WITHDRAWAL,47236.28,C695373815,34352.54,6:21,M454087234,44976.68,Mobile,157.230.98.51,85.334619,126.923312,0
WITHDRAWAL,45171.97,C661633309,62146.3,8:56,M966467402,37321.76,Desktop,225.171.231.12,-45.227039,-26.308799,0
WITHDRAWAL,43682.49,C553064757,32675.92,3:53,M404276135,32271.59,Desktop,113.94.21.76,-7.576772,108.924394,0
WITHDRAWAL,10078.44,C140410901,59191.79,8:8,M918215023,58870.29,Web,140.253.126.64,78.221063,174.943836,0
WITHDRAWAL,36488.99,C792623829,66696.2,13:27,M531606799,51634.48,Desktop,160.147.166.158,-43.521461,-174.095599,0
WITHDRAWAL,5333.52,C851920005,2224.9,13:37,M789855263,86329.04,Mobile,31.226.76.169,-10.743348,-150.467229,0
PAYMENT,48169.06,C330739390,52359.95,22:59,M957297815,79611.77,Desktop,36.96.110.132,59.26847,-29.220721,0
WITHDRAWAL,16296.36,C800744575,7657.36,13:1,M463683343,72797.13,Web,34.108.135.179,-37.344389,22.671044,0
WITHDRAWAL,34157.7,C319483775,69429.42,11:39,M405035660,96965.67,Web,121.157.142.93,-86.643622,171.505766,0
TRANSFER,16217.01,C117865820,33512.37,22:36,M793329066,40896.08,Mobile,134.97.89.21,-65.571403,76.295904,0
TRANSFER,45063.04,C954059387,43463.35,22:34,M702358509,47162.89,Web,52.240.94.215,-9.773531,-71.761421,0
PAYMENT,42225.78,C454805543,98033.76,7:34,M159804228,68248.89,Desktop,233.190.135.119,44.022272,92.005161,0
TRANSFER,25712.97,C947810997,62918.5,7:33,M176605941,76059.11,Web,83.156.72.204,44.757906,129.402508,0
PAYMENT,33561.95,C310305599,51214.89,23:53,M446900506,22073.47,Mobile,15.207.30.227,47.542895,-21.861019,0
WITHDRAWAL,18874.85,C458053739,96683.8,6:0,M190257839,61038.99,Desktop,174.245.138.230,-23.602774,146.358444,0
WITHDRAWAL,24491.38,C476108295,37604.78,6:24,M662834914,47484.81,Desktop,116.47.23.252,-55.025455,-27.913671,0
TRANSFER,15209.19,C401999461,62886.8,16:49,M326865375,25816.5,Web,106.201.199.193,-45.971072,-142.217423,0
PAYMENT,33716.52,C261640251,22235.03,13:5,M310642659,43974.44,Desktop,192.225.200.240,-81.39291,137.806318,0
PAYMENT,44296.58,C423682852,86638.7,13:11,M400583744,46098.41,Web,115.237.44.109,-45.899461,-38.731207,0
WITHDRAWAL,15664.95,C144173900,61425.32,19:31,M647007301,90948.98,Desktop,77.210.136.207,64.56423,40.779263,1
WITHDRAWAL,14349.85,C357082789,83931.08,4:37,M406295291,71286.21,Desktop,227.58.124.201,-7.254756,-88.650031,0
PAYMENT,48115.53,C941822352,47619.82,17:30,M357726102,46573.09,Desktop,16.77.233.48,-85.94507,131.967498,0
TRANSFER,23367.62,C186454570,59677.28,9:5,M430847110,35073.23,Mobile,91.203.130.206,-52.614513,99.704061,0
PAYMENT,31103.29,C162479796,3231.82,18:54,M946931431,71762.72,Desktop,199.18.213.114,-22.931882,-51.455397,0
WITHDRAWAL,7509.26,C899792917,72235.15,16:51,M411927084,34340.53,Desktop,177.178.118.103,-45.719675,163.379196,0
PAYMENT,43247.31,C239729973,42983.73,21:58,M541971285,3189.17,Web,205.13.230.255,-83.372551,-12.090583,0
WITHDRAWAL,36845.76,C175311805,73561.23,18:48,M164349347,81493.28,Web,102.221.117.29,-75.840405,68.196556,0
WITHDRAWAL,25098.19,C735192769,39910.22,2:5,M889842632,31435.82,Web,36.184.237.91,0.428836,89.595276,0
TRANSFER,39379.9,C397084844,42638.52,9:30,M531421973,31195.9,Desktop,118.246.33.140,25.710517,53.24752,0
WITHDRAWAL,24348.17,C100064344,72054.72,13:25,M401360817,73307.77,Web,176.229.210.223,-20.988017,138.75773,0
WITHDRAWAL,30709.36,C894970622,71201.48,10:38,M500359612,36886.01,Web,105.14.144.174,21.388351,-80.558502,1
PAYMENT,35072.17,C842659360,360.89,22:11,M348632825,18048.07,Desktop,118.242.83.228,-86.877165,-79.833787,0
TRANSFER,34023.65,C769093336,42233.1,2:16,M674484003,91462.58,Mobile,100.27.65.234,-74.116903,-40.12208,0
PAYMENT,15423.27,C430206024,86761.49,18:53,M584329745,21321.4,Mobile,74.126.197.199,0.06169,-119.64254,0
TRANSFER,14968.62,C424748448,12820.23,19:16,M988643566,18797.76,Desktop,36.14.248.239,44.334811,61.991167,0
WITHDRAWAL,11304.25,C641754631,64513.97,2:34,M616309652,83830.27,Web,184.189.203.230,-16.868294,-68.366233,0
TRANSFER,23958.51,C202555271,9017.26,11:4,M318814601,20355.58,Web,182.58.12.46,-26.03853,-45.400303,0
TRANSFER,45036.09,C549262283,31827.97,11:13,M929407611,81471.48,Web,249.144.208.147,-24.357617,-119.596488,0
PAYMENT,24453.08,C746733407,34372.72,19:3,M452045964,62261.78,Web,143.87.190.236,31.934996,170.447726,0
PAYMENT,48556.57,C694853574,33029.21,3:24,M502769279,80765.11,Desktop,98.204.168.55,-51.276207,-106.007753,0
PAYMENT,29383.96,C433986301,76220.46,17:57,M671760513,57193.97,Web,205.20.197.24,88.695456,165.786241,0
PAYMENT,40958.02,C513583322,25911.57,5:19,M303021597,70357.74,Mobile,36.186.165.234,-23.404423,-13.208298,0
PAYMENT,48903.96,C155858323,73550.55,2:32,M730961932,10160.49,Desktop,49.130.241.59,-36.865437,176.452645,0
TRANSFER,36189.22,C194619281,24945.86,20:22,M311142564,33234.02,Desktop,60.227.23.253,-78.701076,-99.555474,0
PAYMENT,2953.71,C429973571,1026.27,2:42,M418721536,44095.11,Web,35.238.22.167,89.966955,86.544737,0
TRANSFER,30699.43,C425428778,76805.39,13:47,M812582088,31976.67,Web,120.70.201.214,-35.02318,175.663198,0
TRANSFER,5992.77,C699536371,97375.35,3:9,M896697612,59763.59,Desktop,250.167.229.241,17.631202,-57.152448,0
PAYMENT,20854.63,C834907476,93493.56,3:1,M188083427,91736.1,Desktop,36.244.187.201,-21.159852,50.657941,0
WITHDRAWAL,30796.82,C118542837,89517.15,22:46,M163214863,88818.83,Web,172.43.50.180,-44.989431,108.022253,0
PAYMENT,20230.85,C251822107,82422.68,4:43,M548183313,92505.52,Mobile,172.217.137.101,77.01672,-35.240962,0
WITHDRAWAL,39110.38,C997281074,56848.08,4:1,M763876535,38145.85,Web,59.171.79.137,13.128339,155.663536,0
PAYMENT,37290.31,C111942616,56870.31,20:40,M470722983,13915.23,Web,100.136.43.204,-66.11954,45.827017,0
PAYMENT,35175.92,C269544529,3050.55,21:29,M256516400,96016.31,Desktop,153.96.167.136,42.302891,-88.528093,0
PAYMENT,27829.49,C231100258,61006.02,10:11,M255422037,8837.23,Web,217.21.94.183,89.252891,138.450246,0
WITHDRAWAL,1163.17,C258290859,94772.52,12:2,M778338775,39943.37,Desktop,151.17.54.212,78.354507,-114.505608,0
PAYMENT,20931.27,C485056881,88640.89,12:44,M422590594,26349.0,Web,97.20.193.158,-85.80712,133.424878,0
WITHDRAWAL,25138.8,C882411034,50505.95,22:16,M727520115,43565.16,Mobile,19.34.240.109,-30.738797,122.759147,0
TRANSFER,40264.9,C336821900,55886.4,16:28,M652787343,53084.31,Web,235.107.98.118,35.506253,148.076136,0
WITHDRAWAL,31175.78,C355180111,20600.36,1:26,M179530865,65900.19,Web,42.236.247.45,61.802261,-171.709163,0
PAYMENT,49614.59,C958310961,86813.62,0:59,M880520108,55601.26,Desktop,133.222.160.80,29.773646,-19.002054,0
PAYMENT,37685.73,C760779310,21431.91,10:7,M116561169,1667.63,Web,196.75.229.143,15.635417,176.518235,0
TRANSFER,36495.33,C701423724,95073.84,9:4,M280913084,56953.78,Web,192.202.41.76,-7.27174,22.808799,0
PAYMENT,47852.09,C350566714,44049.98,18:22,M430310347,56079.43,Mobile,255.198.114.131,-51.290485,-159.733637,0
WITHDRAWAL,16575.74,C337364240,65750.8,0:51,M235393023,39384.32,Web,75.231.140.204,3.072216,113.289298,0
WITHDRAWAL,37413.25,C544391164,79967.49,21:9,M996266423,37999.78,Web,238.52.104.208,29.435905,58.473998,0
WITHDRAWAL,9286.71,C270564185,90623.32,0:48,M664291201,71690.41,Mobile,144.65.49.72,-22.76701,-164.97561,0
WITHDRAWAL,25716.82,C558588596,72749.31,13:31,M674642822,68150.84,Desktop,173.136.138.14,19.946132,-36.279481,0
TRANSFER,40087.49,C334946399,97356.6,18:20,M614998787,73406.6,Web,131.95.47.30,-48.410819,49.024213,0
PAYMENT,46882.04,C446149901,68367.91,19:40,M470025309,70911.93,Mobile,246.138.189.169,-2.061952,13.481656,0
TRANSFER,48268.74,C193400066,6437.0,16:24,M836405675,63611.35,Web,237.247.50.119,-10.122697,93.82066,0
WITHDRAWAL,32599.17,C948158262,61881.86,10:14,M762601782,42440.08,Desktop,166.114.101.211,-32.707161,96.30113,0
WITHDRAWAL,21797.16,C219821381,40330.26,13:15,M756461422,52938.84,Web,12.243.217.22,11.830415,-105.643836,0
WITHDRAWAL,25220.8,C297230769,83507.02,6:53,M165525688,39600.26,Mobile,31.204.198.93,13.609296,54.794764,0
PAYMENT,8635.87,C401487225,12625.27,17:50,M255245364,28076.43,Web,65.88.207.179,18.03643,-7.344952,0
TRANSFER,27669.33,C709590736,51990.0,20:44,M774771058,25403.98,Mobile,254.31.215.172,67.364045,169.498186,0
TRANSFER,415.25,C319023229,90998.93,2:53,M311027924,55354.88,Desktop,232.66.122.201,-46.438052,106.041788,0
WITHDRAWAL,19962.6,C901946435,10432.69,8:17,M621806732,34592.06,Desktop,235.14.98.72,15.438699,141.298643,0
PAYMENT,30756.56,C569674465,85579.21,12:40,M620287754,93139.5,Web,45.136.44.22,23.242752,89.779247,0
TRANSFER,46259.69,C951808336,62405.09,19:44,M420954883,6296.65,Mobile,191.145.220.99,-16.421756,85.998913,0
WITHDRAWAL,7686.66,C638279154,73786.3,2:56,M491304548,17071.25,Desktop,92.194.236.227,51.240199,121.835127,0
PAYMENT,27858.57,C121056273,49712.74,10:35,M823248462,34018.41,Mobile,32.244.50.108,-57.16926,-86.46422,0
WITHDRAWAL,18545.32,C612918429,51199.85,12:0,M788641887,28857.14,Desktop,153.166.208.223,-85.972348,-7.020846,0
TRANSFER,4118.48,C938889363,69696.74,19:32,M704061962,93815.84,Mobile,126.133.105.104,-77.666098,26.131184,0
WITHDRAWAL,13874.07,C203054880,30681.9,10:13,M951977033,78075.25,Web,35.119.244.80,21.584252,-115.976514,0
WITHDRAWAL,38000.1,C655499523,64409.28,15:17,M938188130,66296.36,Desktop,123.121.99.107,50.423753,29.645611,0
PAYMENT,24075.63,C488313090,30299.24,20:50,M450194069,61275.71,Web,63.173.223.88,-49.92208,95.700618,0
WITHDRAWAL,23542.82,C628956575,33628.56,18:11,M209359090,41052.72,Mobile,195.10.222.159,-42.186332,40.496952,0
PAYMENT,24348.98,C845105527,29845.82,6:23,M358762090,11255.33,Web,128.129.41.23,29.518229,-140.47566,0
TRANSFER,32176.02,C596437722,85880.83,19:16,M588395934,76649.98,Mobile,179.28.219.238,28.667377,69.92438,0
TRANSFER,6683.26,C478384053,46829.84,12:16,M492219007,50048.15,Mobile,67.97.79.175,83.952689,48.196803,0
TRANSFER,4770.58,C673342956,87553.62,6:39,M453045244,37409.26,Web,90.48.70.230,-63.977878,-47.981321,0
TRANSFER,17482.41,C118954709,77524.7,11:31,M995489776,74987.67,Web,163.87.223.134,-24.817433,0.57064,0
